model_bin,champion,champion_bin,n_samples,bad,bad_rate
1,gcard_v4,1,16744,9,0.000537505972288581
1,gcard_v4,2,6567,11,0.0016750418760469012
1,gcard_v4,3,12097,9,0.0007439861122592378
1,gcard_v4,4,4703,0,0.0
1,gcard_v4,5,7896,7,0.0008865248226950354
1,gcard_v4,6,966,1,0.0010351966873706005
1,gcard_v4,7,1,0,0.0
2,gcard_v4,1,14008,43,0.0030696744717304395
2,gcard_v4,2,5322,17,0.0031942878617061254
2,gcard_v4,3,9031,17,0.0018824050492747203
2,gcard_v4,4,7660,18,0.002349869451697128
2,gcard_v4,5,9631,17,0.0017651334233205274
2,gcard_v4,6,3312,11,0.003321256038647343
2,gcard_v4,7,9,0,0.0
3,gcard_v4,1,12377,36,0.0029086208289569363
3,gcard_v4,2,4727,19,0.0040194626613073835
3,gcard_v4,3,9001,30,0.0033329630041106545
3,gcard_v4,4,9361,24,0.0025638286507851725
3,gcard_v4,5,8183,33,0.00403275082488085
3,gcard_v4,6,5165,17,0.003291384317521781
3,gcard_v4,7,159,1,0.006289308176100629
4,gcard_v4,1,11088,57,0.005140692640692641
4,gcard_v4,2,3903,22,0.005636689725851908
4,gcard_v4,3,8662,47,0.005425998614638651
4,gcard_v4,4,10274,70,0.0068133151644928945
4,gcard_v4,5,7618,49,0.006432134418482541
4,gcard_v4,6,6090,41,0.006732348111658457
4,gcard_v4,7,1338,7,0.00523168908819133
4,gcard_v4,8,1,0,0.0
5,gcard_v4,1,6804,61,0.008965314520870077
5,gcard_v4,2,6087,58,0.009528503367833088
5,gcard_v4,3,7388,89,0.012046561992420142
5,gcard_v4,4,9891,88,0.008896977049843291
5,gcard_v4,5,8272,94,0.011363636363636364
5,gcard_v4,6,6589,68,0.010320230687509485
5,gcard_v4,7,3899,37,0.009489612721210567
5,gcard_v4,8,43,0,0.0
6,gcard_v4,1,3441,88,0.025573961057832027
6,gcard_v4,2,5586,137,0.02452559971356964
6,gcard_v4,3,2429,64,0.026348291477974475
6,gcard_v4,4,6187,163,0.026345563277840635
6,gcard_v4,5,5723,171,0.029879433863358378
6,gcard_v4,6,13283,343,0.025822479861477076
6,gcard_v4,7,11513,287,0.02492834187440285
6,gcard_v4,8,798,16,0.020050125313283207
6,gcard_v4,9,13,0,0.0
7,gcard_v4,1,868,52,0.059907834101382486
7,gcard_v4,2,470,36,0.07659574468085106
7,gcard_v4,3,262,23,0.08778625954198473
7,gcard_v4,4,992,76,0.07661290322580645
7,gcard_v4,5,1501,126,0.08394403730846102
7,gcard_v4,6,11404,882,0.07734128376008419
7,gcard_v4,7,21607,1716,0.0794187069005415
7,gcard_v4,8,11175,968,0.08662192393736018
7,gcard_v4,9,676,48,0.07100591715976332
7,gcard_v4,10,19,1,0.05263157894736842
8,gcard_v4,1,51,8,0.1568627450980392
8,gcard_v4,2,17,3,0.17647058823529413
8,gcard_v4,3,3,0,0.0
8,gcard_v4,4,26,7,0.2692307692307692
8,gcard_v4,5,73,19,0.2602739726027397
8,gcard_v4,6,1985,482,0.24282115869017631
8,gcard_v4,7,8547,1765,0.2065052065052065
8,gcard_v4,8,29229,5919,0.2025043621061275
8,gcard_v4,9,8908,1799,0.20195330040413112
8,gcard_v4,10,134,19,0.1417910447761194
9,gcard_v4,1,1,0,0.0
9,gcard_v4,5,2,2,1.0
9,gcard_v4,6,118,53,0.4491525423728814
9,gcard_v4,7,1786,782,0.43784994400895855
9,gcard_v4,8,7300,3047,0.4173972602739726
9,gcard_v4,9,33250,14597,0.43900751879699246
9,gcard_v4,10,6516,2956,0.4536525475751995
10,gcard_v4,6,1,1,1.0
10,gcard_v4,7,115,86,0.7478260869565218
10,gcard_v4,8,427,292,0.6838407494145199
10,gcard_v4,9,6126,4370,0.7133529219719229
10,gcard_v4,10,42305,34247,0.8095260607493204
