intent_level,zc_level,n_samples,head_risk_count,head_risk_rate
低意愿,1,39,0,0.0
低意愿,2,121,0,0.0
低意愿,3,694,0,0.0
低意愿,4,1836,0,0.0
低意愿,5,4228,0,0.0
低意愿,6,48332,0,0.0
低意愿,7,53819,0,0.0
中意愿,1,254,0,0.0
中意愿,2,1423,0,0.0
中意愿,3,4980,1,0.000201
中意愿,4,5921,0,0.0
中意愿,5,17514,3,0.000171
中意愿,6,60615,2,3.3e-05
中意愿,7,18360,1,5.4e-05
高意愿,1,4918,5,0.001017
高意愿,2,11835,12,0.001014
高意愿,3,17350,14,0.000807
高意愿,4,11293,4,0.000354
高意愿,5,24742,14,0.000566
高意愿,6,34055,16,0.00047
高意愿,7,4876,1,0.000205
